,name,x1,x2,y1,y2,classname,image
4152,2155.png,147,11,280,178,face_with_mask,"[[[166 163 172]
  [166 163 172]
  [167 164 173]
  ...
  [176 173 174]
  [177 174 175]
  [178 175 176]]

 [[166 163 172]
  [166 163 172]
  [167 164 173]
  ...
  [176 173 174]
  [177 174 175]
  [178 175 176]]

 [[166 163 172]
  [166 163 172]
  [166 163 172]
  ...
  [176 173 174]
  [177 174 175]
  [178 175 176]]

 ...

 [[119 119 121]
  [120 120 122]
  [121 121 123]
  ...
  [133 133 133]
  [133 133 133]
  [132 132 133]]

 [[120 120 122]
  [121 121 123]
  [122 122 124]
  ...
  [133 133 133]
  [133 133 133]
  [132 132 133]]

 [[120 120 122]
  [121 121 123]
  [122 122 124]
  ...
  [133 133 133]
  [133 133 133]
  [132 132 133]]]"
4154,2155.png,494,72,517,107,face_no_mask,"[[[166 163 172]
  [166 163 172]
  [167 164 173]
  ...
  [176 173 174]
  [177 174 175]
  [178 175 176]]

 [[166 163 172]
  [166 163 172]
  [167 164 173]
  ...
  [176 173 174]
  [177 174 175]
  [178 175 176]]

 [[166 163 172]
  [166 163 172]
  [166 163 172]
  ...
  [176 173 174]
  [177 174 175]
  [178 175 176]]

 ...

 [[119 119 121]
  [120 120 122]
  [121 121 123]
  ...
  [133 133 133]
  [133 133 133]
  [132 132 133]]

 [[120 120 122]
  [121 121 123]
  [122 122 124]
  ...
  [133 133 133]
  [133 133 133]
  [132 132 133]]

 [[120 120 122]
  [121 121 123]
  [122 122 124]
  ...
  [133 133 133]
  [133 133 133]
  [132 132 133]]]"
4155,2171.png,6,176,284,552,face_with_mask,"[[[ 54  11   5]
  [ 50   9   3]
  [ 49  10   5]
  ...
  [ 41  36  32]
  [ 40  35  31]
  [ 39  34  30]]

 [[ 55  11   5]
  [ 53  10   4]
  [ 51   9   3]
  ...
  [ 43  38  34]
  [ 41  36  32]
  [ 39  34  30]]

 [[ 57  12   7]
  [ 56  11   5]
  [ 55  10   3]
  ...
  [ 43  38  33]
  [ 42  36  32]
  [ 40  35  30]]

 ...

 [[ 55  62  28]
  [ 89  96  63]
  [123 130  95]
  ...
  [ 49  52  59]
  [ 51  54  61]
  [ 50  53  60]]

 [[ 82  89  55]
  [ 66  73  40]
  [ 90  97  61]
  ...
  [ 48  51  58]
  [ 50  53  60]
  [ 50  53  60]]

 [[133 140 105]
  [ 87  94  61]
  [ 94 102  65]
  ...
  [ 50  53  60]
  [ 49  51  58]
  [ 46  49  56]]]"
4156,2171.png,443,10,711,419,face_with_mask,"[[[ 54  11   5]
  [ 50   9   3]
  [ 49  10   5]
  ...
  [ 41  36  32]
  [ 40  35  31]
  [ 39  34  30]]

 [[ 55  11   5]
  [ 53  10   4]
  [ 51   9   3]
  ...
  [ 43  38  34]
  [ 41  36  32]
  [ 39  34  30]]

 [[ 57  12   7]
  [ 56  11   5]
  [ 55  10   3]
  ...
  [ 43  38  33]
  [ 42  36  32]
  [ 40  35  30]]

 ...

 [[ 55  62  28]
  [ 89  96  63]
  [123 130  95]
  ...
  [ 49  52  59]
  [ 51  54  61]
  [ 50  53  60]]

 [[ 82  89  55]
  [ 66  73  40]
  [ 90  97  61]
  ...
  [ 48  51  58]
  [ 50  53  60]
  [ 50  53  60]]

 [[133 140 105]
  [ 87  94  61]
  [ 94 102  65]
  ...
  [ 50  53  60]
  [ 49  51  58]
  [ 46  49  56]]]"
4161,2219.png,310,32,423,177,face_with_mask,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[190 170 111]
  [192 172 113]
  [193 173 114]
  ...
  [172 107  28]
  [171 108  31]
  [176 113  36]]

 [[187 167 108]
  [188 168 109]
  [189 169 110]
  ...
  [180 115  36]
  [178 116  39]
  [180 117  40]]

 ...

 [[ 11  13   8]
  [ 13  15  10]
  [ 11  13   8]
  ...
  [ 27  27  35]
  [ 27  31  35]
  [ 20  23  28]]

 [[  9  10   5]
  [ 12  13   8]
  [ 12  13   8]
  ...
  [ 32  32  42]
  [ 35  35  44]
  [ 30  30  39]]

 [[  9  10   5]
  [ 11  12   7]
  [ 10  11   6]
  ...
  [ 35  35  44]
  [ 32  32  41]
  [ 29  29  39]]]"
4169,4236.png,332,2,453,190,face_with_mask,"[[[170 153  77]
  [168 151  73]
  [166 149  69]
  ...
  [ 91  87  70]
  [ 80  75  56]
  [ 79  73  51]]

 [[164 147  75]
  [166 148  73]
  [166 148  71]
  ...
  [ 92  86  71]
  [ 78  73  55]
  [ 76  71  52]]

 [[157 142  71]
  [161 143  71]
  [165 146  72]
  ...
  [ 93  87  71]
  [ 74  68  52]
  [ 68  63  45]]

 ...

 [[229 180 139]
  [232 183 142]
  [234 185 144]
  ...
  [ 73  55  11]
  [ 81  63  17]
  [ 94  75  25]]

 [[227 178 137]
  [232 183 142]
  [236 187 146]
  ...
  [ 56  40   0]
  [ 56  39   0]
  [ 68  51   4]]

 [[226 177 136]
  [231 182 141]
  [237 188 147]
  ...
  [ 60  47   5]
  [ 67  53  11]
  [ 80  65  19]]]"
4171,2246.png,303,49,455,227,face_no_mask,"[[[180 202 226]
  [180 202 226]
  [180 202 226]
  ...
  [151 173 194]
  [151 173 194]
  [150 172 193]]

 [[180 202 226]
  [180 202 226]
  [180 202 226]
  ...
  [151 173 194]
  [150 172 193]
  [150 172 193]]

 [[179 201 224]
  [179 201 224]
  [179 201 224]
  ...
  [150 172 193]
  [150 172 193]
  [150 172 193]]

 ...

 [[163 166 179]
  [163 166 179]
  [163 166 179]
  ...
  [156 162 172]
  [155 161 171]
  [155 161 171]]

 [[163 166 179]
  [163 166 179]
  [163 166 179]
  ...
  [155 161 171]
  [154 160 170]
  [154 160 170]]

 [[163 166 179]
  [163 166 179]
  [163 166 179]
  ...
  [155 161 171]
  [154 160 170]
  [154 158 170]]]"
4172,5942.jpg,192,115,371,328,face_no_mask,"[[[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 91  77  68]
  [ 90  76  67]
  [ 90  76  67]]

 [[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 93  79  70]
  [ 92  78  69]
  [ 92  78  69]]

 [[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 94  81  72]
  [ 93  80  71]
  [ 93  80  71]]

 ...

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 26   6   8]
  [ 26   6   7]
  [ 26   6   7]]

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 25   6   8]
  [ 25   6   8]
  [ 25   7   7]]

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 25   6  10]
  [ 25   6  10]
  [ 25   6   8]]]"
4173,5942.jpg,644,208,817,447,face_no_mask,"[[[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 91  77  68]
  [ 90  76  67]
  [ 90  76  67]]

 [[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 93  79  70]
  [ 92  78  69]
  [ 92  78  69]]

 [[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 94  81  72]
  [ 93  80  71]
  [ 93  80  71]]

 ...

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 26   6   8]
  [ 26   6   7]
  [ 26   6   7]]

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 25   6   8]
  [ 25   6   8]
  [ 25   7   7]]

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 25   6  10]
  [ 25   6  10]
  [ 25   6   8]]]"
4174,5942.jpg,954,22,1189,317,face_no_mask,"[[[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 91  77  68]
  [ 90  76  67]
  [ 90  76  67]]

 [[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 93  79  70]
  [ 92  78  69]
  [ 92  78  69]]

 [[127 110 100]
  [128 111 101]
  [129 112 102]
  ...
  [ 94  81  72]
  [ 93  80  71]
  [ 93  80  71]]

 ...

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 26   6   8]
  [ 26   6   7]
  [ 26   6   7]]

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 25   6   8]
  [ 25   6   8]
  [ 25   7   7]]

 [[147 118  84]
  [146 117  83]
  [146 117  83]
  ...
  [ 25   6  10]
  [ 25   6  10]
  [ 25   6   8]]]"
4175,2432.png,108,203,247,333,face_with_mask,"[[[207 192 195]
  [204 190 193]
  [202 188 191]
  ...
  [215 206 209]
  [217 209 212]
  [219 210 213]]

 [[205 190 193]
  [204 189 193]
  [205 190 194]
  ...
  [217 209 212]
  [218 210 213]
  [220 212 215]]

 [[201 186 190]
  [201 186 191]
  [203 187 192]
  ...
  [218 212 214]
  [221 214 216]
  [224 216 219]]

 ...

 [[124  97 111]
  [131 101 116]
  [139 106 122]
  ...
  [163 143 123]
  [163 143 123]
  [161 142 122]]

 [[122  94 109]
  [132 101 116]
  [137 102 118]
  ...
  [163 143 123]
  [163 143 123]
  [160 140 121]]

 [[103  74  89]
  [123  90 105]
  [143 106 123]
  ...
  [161 142 122]
  [161 142 122]
  [160 140 121]]]"
4178,2214.png,339,37,659,476,face_with_mask,"[[[153 142 136]
  [153 142 136]
  [153 142 136]
  ...
  [167 148 131]
  [167 148 131]
  [167 148 131]]

 [[154 143 137]
  [154 143 137]
  [154 143 137]
  ...
  [167 148 131]
  [167 148 131]
  [167 148 131]]

 [[155 144 138]
  [155 144 138]
  [155 144 138]
  ...
  [167 148 131]
  [167 148 131]
  [167 148 131]]

 ...

 [[236 236 236]
  [236 236 236]
  [236 236 238]
  ...
  [224 223 229]
  [223 222 228]
  [223 222 228]]

 [[235 235 235]
  [235 235 235]
  [235 235 237]
  ...
  [223 222 228]
  [223 222 228]
  [224 223 229]]

 [[233 233 233]
  [233 233 234]
  [233 233 235]
  ...
  [223 222 228]
  [223 222 228]
  [224 223 229]]]"
4179,2214.png,91,192,314,497,face_with_mask,"[[[153 142 136]
  [153 142 136]
  [153 142 136]
  ...
  [167 148 131]
  [167 148 131]
  [167 148 131]]

 [[154 143 137]
  [154 143 137]
  [154 143 137]
  ...
  [167 148 131]
  [167 148 131]
  [167 148 131]]

 [[155 144 138]
  [155 144 138]
  [155 144 138]
  ...
  [167 148 131]
  [167 148 131]
  [167 148 131]]

 ...

 [[236 236 236]
  [236 236 236]
  [236 236 238]
  ...
  [224 223 229]
  [223 222 228]
  [223 222 228]]

 [[235 235 235]
  [235 235 235]
  [235 235 237]
  ...
  [223 222 228]
  [223 222 228]
  [224 223 229]]

 [[233 233 233]
  [233 233 234]
  [233 233 235]
  ...
  [223 222 228]
  [223 222 228]
  [224 223 229]]]"
4182,3864.png,184,137,313,321,face_with_mask,"[[[ 54  40  19]
  [ 55  40  18]
  [ 52  36  15]
  ...
  [ 38  26  12]
  [ 38  26  12]
  [ 37  25  11]]

 [[ 59  44  24]
  [ 56  39  17]
  [ 56  39  19]
  ...
  [ 38  26  12]
  [ 39  27  13]
  [ 37  25  11]]

 [[ 65  47  31]
  [ 59  42  24]
  [ 59  42  24]
  ...
  [ 40  28  14]
  [ 39  27  13]
  [ 37  25  11]]

 ...

 [[ 81  24  14]
  [ 73  20   7]
  [ 98  48  35]
  ...
  [ 18  19   2]
  [ 25  27   0]
  [ 71  76  26]]

 [[ 98  56  41]
  [ 73  33  15]
  [ 86  48  29]
  ...
  [ 27  28   1]
  [ 75  77  27]
  [ 91  95  26]]

 [[ 97  59  43]
  [100  66  46]
  [ 93  56  38]
  ...
  [ 75  78  28]
  [ 87  92  27]
  [ 89  92  19]]]"
4183,3864.png,375,351,425,417,face_with_mask,"[[[ 54  40  19]
  [ 55  40  18]
  [ 52  36  15]
  ...
  [ 38  26  12]
  [ 38  26  12]
  [ 37  25  11]]

 [[ 59  44  24]
  [ 56  39  17]
  [ 56  39  19]
  ...
  [ 38  26  12]
  [ 39  27  13]
  [ 37  25  11]]

 [[ 65  47  31]
  [ 59  42  24]
  [ 59  42  24]
  ...
  [ 40  28  14]
  [ 39  27  13]
  [ 37  25  11]]

 ...

 [[ 81  24  14]
  [ 73  20   7]
  [ 98  48  35]
  ...
  [ 18  19   2]
  [ 25  27   0]
  [ 71  76  26]]

 [[ 98  56  41]
  [ 73  33  15]
  [ 86  48  29]
  ...
  [ 27  28   1]
  [ 75  77  27]
  [ 91  95  26]]

 [[ 97  59  43]
  [100  66  46]
  [ 93  56  38]
  ...
  [ 75  78  28]
  [ 87  92  27]
  [ 89  92  19]]]"
4186,4326.png,173,48,381,311,face_with_mask,"[[[ 83  65  61]
  [ 79  61  55]
  [ 76  57  51]
  ...
  [ 21  22  25]
  [ 22  23  26]
  [ 22  23  26]]

 [[ 83  65  61]
  [ 80  62  56]
  [ 76  57  51]
  ...
  [ 22  23  26]
  [ 22  23  26]
  [ 22  23  26]]

 [[ 79  62  57]
  [ 77  58  53]
  [ 73  55  48]
  ...
  [ 22  23  26]
  [ 22  23  26]
  [ 22  23  26]]

 ...

 [[ 40  33  38]
  [ 40  33  38]
  [ 41  34  39]
  ...
  [162 165 173]
  [173 176 184]
  [183 185 192]]

 [[ 41  34  39]
  [ 41  34  39]
  [ 41  34  39]
  ...
  [153 155 163]
  [164 166 173]
  [173 176 183]]

 [[ 42  35  39]
  [ 42  35  39]
  [ 42  35  39]
  ...
  [142 144 152]
  [154 156 164]
  [166 168 175]]]"
4187,4326.png,649,81,917,360,face_with_mask,"[[[ 83  65  61]
  [ 79  61  55]
  [ 76  57  51]
  ...
  [ 21  22  25]
  [ 22  23  26]
  [ 22  23  26]]

 [[ 83  65  61]
  [ 80  62  56]
  [ 76  57  51]
  ...
  [ 22  23  26]
  [ 22  23  26]
  [ 22  23  26]]

 [[ 79  62  57]
  [ 77  58  53]
  [ 73  55  48]
  ...
  [ 22  23  26]
  [ 22  23  26]
  [ 22  23  26]]

 ...

 [[ 40  33  38]
  [ 40  33  38]
  [ 41  34  39]
  ...
  [162 165 173]
  [173 176 184]
  [183 185 192]]

 [[ 41  34  39]
  [ 41  34  39]
  [ 41  34  39]
  ...
  [153 155 163]
  [164 166 173]
  [173 176 183]]

 [[ 42  35  39]
  [ 42  35  39]
  [ 42  35  39]
  ...
  [142 144 152]
  [154 156 164]
  [166 168 175]]]"
4196,3866.png,258,256,303,314,face_with_mask,"[[[ 46  45  51]
  [ 39  38  44]
  [ 18  17  22]
  ...
  [117 124 134]
  [114 121 131]
  [112 119 129]]

 [[ 46  45  51]
  [ 45  44  49]
  [ 13  12  17]
  ...
  [116 123 133]
  [111 118 128]
  [113 121 130]]

 [[ 49  48  54]
  [ 36  35  41]
  [  9   8  12]
  ...
  [118 125 132]
  [114 120 128]
  [115 123 130]]

 ...

 [[ 12  12  12]
  [ 11  11  11]
  [ 11  11  11]
  ...
  [ 72  64  57]
  [ 70  61  55]
  [ 70  62  56]]

 [[ 11  11  11]
  [ 12  12  12]
  [ 13  13  13]
  ...
  [ 67  58  53]
  [ 67  58  53]
  [ 64  56  51]]

 [[ 11  11  11]
  [ 13  13  13]
  [ 14  14  14]
  ...
  [ 80  70  65]
  [ 78  67  63]
  [ 79  68  64]]]"
4199,4032.png,353,158,550,434,face_with_mask,"[[[218 207 153]
  [218 207 153]
  [218 207 153]
  ...
  [191 185 183]
  [163 154 152]
  [244 236 234]]

 [[218 207 153]
  [218 207 153]
  [218 207 153]
  ...
  [193 188 187]
  [160 154 153]
  [253 249 249]]

 [[218 207 153]
  [218 207 153]
  [218 207 153]
  ...
  [178 174 173]
  [174 168 168]
  [254 252 252]]

 ...

 [[202 186 150]
  [202 186 150]
  [202 186 150]
  ...
  [249 255 255]
  [250 255 255]
  [250 255 255]]

 [[202 186 150]
  [202 186 150]
  [202 186 150]
  ...
  [249 254 255]
  [249 254 255]
  [249 254 255]]

 [[201 185 149]
  [201 185 149]
  [201 185 149]
  ...
  [247 252 255]
  [248 253 255]
  [249 253 255]]]"
4200,4032.png,22,2,335,412,face_with_mask,"[[[218 207 153]
  [218 207 153]
  [218 207 153]
  ...
  [191 185 183]
  [163 154 152]
  [244 236 234]]

 [[218 207 153]
  [218 207 153]
  [218 207 153]
  ...
  [193 188 187]
  [160 154 153]
  [253 249 249]]

 [[218 207 153]
  [218 207 153]
  [218 207 153]
  ...
  [178 174 173]
  [174 168 168]
  [254 252 252]]

 ...

 [[202 186 150]
  [202 186 150]
  [202 186 150]
  ...
  [249 255 255]
  [250 255 255]
  [250 255 255]]

 [[202 186 150]
  [202 186 150]
  [202 186 150]
  ...
  [249 254 255]
  [249 254 255]
  [249 254 255]]

 [[201 185 149]
  [201 185 149]
  [201 185 149]
  ...
  [247 252 255]
  [248 253 255]
  [249 253 255]]]"
4209,5740.jpg,207,64,276,152,face_with_mask,"[[[ 78  65  46]
  [ 85  72  53]
  [ 95  80  61]
  ...
  [ 81  70  40]
  [ 85  73  51]
  [ 95  84  64]]

 [[ 78  65  46]
  [ 85  72  53]
  [ 94  79  60]
  ...
  [ 80  66  37]
  [ 82  70  46]
  [ 92  81  59]]

 [[ 80  65  46]
  [ 87  72  53]
  [ 94  79  60]
  ...
  [ 77  64  32]
  [ 79  68  40]
  [ 88  76  52]]

 ...

 [[227 201 202]
  [225 201 201]
  [224 200 200]
  ...
  [219 182 163]
  [223 188 169]
  [228 195 176]]

 [[224 199 203]
  [222 200 203]
  [223 201 204]
  ...
  [221 184 165]
  [227 194 175]
  [235 204 186]]

 [[221 198 204]
  [222 199 205]
  [223 202 207]
  ...
  [213 178 158]
  [219 186 169]
  [227 196 178]]]"
4213,4487.png,143,7,427,385,face_with_mask,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 55  40  54]
  [ 54  40  54]
  [ 55  40  53]
  ...
  [104  61  54]
  [106  63  56]
  [103  63  52]]

 [[ 56  41  54]
  [ 53  39  53]
  [ 54  40  53]
  ...
  [107  64  57]
  [106  63  56]
  [105  65  56]]

 ...

 [[ 41  17  31]
  [ 42  18  31]
  [ 41  17  32]
  ...
  [ 48  25  35]
  [ 46  23  33]
  [ 50  27  37]]

 [[ 40  16  29]
  [ 40  16  29]
  [ 40  17  30]
  ...
  [ 50  27  37]
  [ 49  26  36]
  [ 47  24  34]]

 [[ 39  15  29]
  [ 40  16  28]
  [ 40  16  29]
  ...
  [ 52  29  39]
  [ 52  28  39]
  [ 47  24  34]]]"
4215,6159.jpg,369,20,561,240,face_no_mask,"[[[ 79  81 184]
  [ 79  81 184]
  [ 77  79 182]
  ...
  [ 26  19  26]
  [ 26  19  26]
  [ 26  19  26]]

 [[ 80  82 185]
  [ 80  82 185]
  [ 79  81 184]
  ...
  [ 26  19  26]
  [ 26  19  26]
  [ 26  19  26]]

 [[ 79  81 184]
  [ 80  82 185]
  [ 80  82 185]
  ...
  [ 26  19  26]
  [ 26  19  26]
  [ 26  19  26]]

 ...

 [[ 51  46 130]
  [ 52  47 131]
  [ 52  47 131]
  ...
  [ 14  10   9]
  [ 13   9   8]
  [ 13   9   8]]

 [[ 50  45 129]
  [ 51  46 130]
  [ 52  47 131]
  ...
  [ 14  10   9]
  [ 14  10   9]
  [ 13   9   8]]

 [[ 50  45 129]
  [ 51  46 130]
  [ 51  46 130]
  ...
  [ 14  10   9]
  [ 14  10   9]
  [ 13   9   8]]]"
4217,5323.jpg,528,214,662,337,face_with_mask,"[[[179 179 179]
  [181 181 181]
  [184 184 184]
  ...
  [205 210 203]
  [204 209 202]
  [203 208 201]]

 [[181 181 181]
  [183 183 183]
  [188 188 188]
  ...
  [204 209 202]
  [203 208 201]
  [202 207 200]]

 [[180 181 183]
  [184 185 187]
  [189 190 192]
  ...
  [203 209 199]
  [202 208 198]
  [202 208 198]]

 ...

 [[  8  18  43]
  [  8  18  43]
  [  8  20  46]
  ...
  [208 173 115]
  [207 172 116]
  [206 171 115]]

 [[  8  18  43]
  [  8  18  43]
  [  8  20  46]
  ...
  [208 173 115]
  [207 172 116]
  [207 172 116]]

 [[  8  18  43]
  [  8  18  43]
  [  8  20  46]
  ...
  [209 174 116]
  [208 173 117]
  [207 172 116]]]"
4221,5675.jpg,361,46,650,407,face_no_mask,"[[[141  11  19]
  [142  11  19]
  [145  11  20]
  ...
  [218  50  65]
  [215  47  64]
  [214  47  64]]

 [[141  11  19]
  [142  11  19]
  [145  11  20]
  ...
  [217  55  70]
  [221  60  75]
  [219  61  75]]

 [[141  11  19]
  [142  11  19]
  [145  11  20]
  ...
  [220  74  85]
  [226  82  92]
  [226  82  92]]

 ...

 [[ 21  26  30]
  [ 21  26  30]
  [ 21  26  30]
  ...
  [ 24 108 152]
  [ 19 145 195]
  [  8 155 207]]

 [[ 21  26  30]
  [ 21  26  30]
  [ 21  26  30]
  ...
  [ 32 123 170]
  [ 21 144 201]
  [ 11 149 211]]

 [[ 21  26  30]
  [ 21  26  30]
  [ 21  26  30]
  ...
  [ 31 123 174]
  [ 23 143 204]
  [ 14 147 214]]]"
4227,6116.jpg,650,235,783,413,face_no_mask,"[[[ 35  34  40]
  [ 32  31  37]
  [ 31  30  36]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 35  34  40]
  [ 33  32  38]
  [ 33  32  38]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 32  31  36]
  [ 31  30  35]
  [ 32  31  37]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 11  11  11]]

 ...

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 29  36  44]
  [ 39  46  54]
  [ 38  45  53]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 79  75  76]
  [ 89  85  86]
  [ 87  83  84]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [127 106 101]
  [136 115 110]
  [135 114 109]]]"
4228,6116.jpg,886,278,1025,432,face_no_mask,"[[[ 35  34  40]
  [ 32  31  37]
  [ 31  30  36]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 35  34  40]
  [ 33  32  38]
  [ 33  32  38]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 32  31  36]
  [ 31  30  35]
  [ 32  31  37]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 11  11  11]]

 ...

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 29  36  44]
  [ 39  46  54]
  [ 38  45  53]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 79  75  76]
  [ 89  85  86]
  [ 87  83  84]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [127 106 101]
  [136 115 110]
  [135 114 109]]]"
4229,6116.jpg,410,296,530,450,face_no_mask,"[[[ 35  34  40]
  [ 32  31  37]
  [ 31  30  36]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 35  34  40]
  [ 33  32  38]
  [ 33  32  38]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 32  31  36]
  [ 31  30  35]
  [ 32  31  37]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 11  11  11]]

 ...

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 29  36  44]
  [ 39  46  54]
  [ 38  45  53]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 79  75  76]
  [ 89  85  86]
  [ 87  83  84]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [127 106 101]
  [136 115 110]
  [135 114 109]]]"
4230,6116.jpg,149,244,288,416,face_no_mask,"[[[ 35  34  40]
  [ 32  31  37]
  [ 31  30  36]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 35  34  40]
  [ 33  32  38]
  [ 33  32  38]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 32  31  36]
  [ 31  30  35]
  [ 32  31  37]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 11  11  11]]

 ...

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 29  36  44]
  [ 39  46  54]
  [ 38  45  53]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 79  75  76]
  [ 89  85  86]
  [ 87  83  84]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [127 106 101]
  [136 115 110]
  [135 114 109]]]"
4231,6116.jpg,1150,262,1283,426,face_no_mask,"[[[ 35  34  40]
  [ 32  31  37]
  [ 31  30  36]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 35  34  40]
  [ 33  32  38]
  [ 33  32  38]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 32  31  36]
  [ 31  30  35]
  [ 32  31  37]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 11  11  11]]

 ...

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 29  36  44]
  [ 39  46  54]
  [ 38  45  53]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 79  75  76]
  [ 89  85  86]
  [ 87  83  84]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [127 106 101]
  [136 115 110]
  [135 114 109]]]"
4232,6116.jpg,1286,0,1416,101,face_no_mask,"[[[ 35  34  40]
  [ 32  31  37]
  [ 31  30  36]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 35  34  40]
  [ 33  32  38]
  [ 33  32  38]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 32  31  36]
  [ 31  30  35]
  [ 32  31  37]
  ...
  [  9  11  10]
  [ 10  10  10]
  [ 11  11  11]]

 ...

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 29  36  44]
  [ 39  46  54]
  [ 38  45  53]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [ 79  75  76]
  [ 89  85  86]
  [ 87  83  84]]

 [[  8   9  14]
  [  8   9  14]
  [  8   9  14]
  ...
  [127 106 101]
  [136 115 110]
  [135 114 109]]]"
4233,6053.jpg,137,21,331,247,face_no_mask,"[[[222 205 179]
  [222 205 179]
  [222 205 179]
  ...
  [166 149 119]
  [167 150 120]
  [167 150 120]]

 [[222 205 179]
  [222 205 179]
  [222 205 179]
  ...
  [166 149 119]
  [166 149 119]
  [166 149 119]]

 [[221 205 179]
  [221 205 179]
  [221 205 179]
  ...
  [165 148 118]
  [166 149 119]
  [166 149 119]]

 ...

 [[178 198 170]
  [178 198 170]
  [178 198 170]
  ...
  [200 185 166]
  [197 184 167]
  [197 184 167]]

 [[178 198 170]
  [178 198 170]
  [178 198 170]
  ...
  [200 185 166]
  [197 184 167]
  [197 184 167]]

 [[178 198 170]
  [178 198 170]
  [178 198 170]
  ...
  [200 185 166]
  [197 184 167]
  [197 184 167]]]"
